Date,Time,RANDWICK_SO2,RANDWICK_NO,RANDWICK_NO2,RANDWICK_OZONE,RANDWICK_PM10,RANDWICK_PM2.5,ROZELLE_SO2,ROZELLE_NO,ROZELLE_NO2,ROZELLE_OZONE,ROZELLE_PM10,ROZELLE_PM2.5,CHULLORA_SO2,CHULLORA_NO,CHULLORA_NO2,CHULLORA_OZONE,CHULLORA_PM10,CHULLORA_PM2.5
04/02/2020,08:00,0,0.1,0.3,1.5,43.8,25.5,0,0.2,0.6,1.3,45.3,26.4,0.1,0.6,0.8,1.1,51.4,32.2
04/02/2020,09:00,0,0.1,0.3,1.8,43.7,28.1,0,0.2,0.4,1.9,44.5,25.9,0.1,0.4,0.7,1.7,,30.2
04/02/2020,10:00,0,0.1,0.2,,42.7,20,0,0.2,0.3,2.3,45.7,25.3,0,0.2,0.3,2.3,,24.5
04/02/2020,11:00,,,,,54.2,16.3,0,0.2,0.4,2.4,49.1,23.7,0,0.2,0.2,2.4,36.1,25.9
04/02/2020,12:00,,,,,67.9,,0,0.2,0.4,2.6,57.2,25.7,0,0.1,0.2,2.7,45.5,26.2
04/02/2020,13:00,,0,0,2.1,48.9,,0,0.1,0.4,2.7,49.6,28.6,0,0.1,0.3,2.7,47.2,31.3
04/02/2020,14:00,,0,-0.1,2.4,,,0,0.1,0.7,2.4,43.5,30.8,0,0.1,0.3,2.6,44.4,28
04/02/2020,15:00,,0,0,2.6,,,0,0.2,0.8,2.5,39.9,25.8,0,0.1,0.3,2.8,45,25.5
04/02/2020,16:00,0.2,0,-0.1,2.2,,-1.8,0,0.1,0.5,2.4,35.2,27.3,0,0.1,0.3,2.7,44.3,24
04/02/2020,17:00,0.2,0,-0.1,2.2,11,-7,0,0.1,0.3,2.3,21.4,16,0,0.1,0.3,2.1,23.8,21.5
04/02/2020,18:00,0.2,0,-0.1,2.1,12.6,,0,0.1,0.3,2.1,21.6,12,0,0.1,0.4,1.8,20.1,14.4
04/02/2020,19:00,0.2,0,-0.1,2.2,13.5,-7.4,0,0,0.3,2,16,7,0,0.1,0.6,1.6,20.6,11.7
04/02/2020,20:00,0.2,0,-0.1,2.2,14,8.1,0,0,0.2,2.1,16.7,7.1,0,0,0.6,1.5,17.6,8.9
04/02/2020,21:00,0.2,0,-0.1,2.2,13.6,9.2,0,0,0.3,2,25.2,6.3,0,0,0.6,1.5,15.6,6.7
04/02/2020,22:00,0.2,0,-0.1,2.1,12.2,6.9,0,0,0.1,2.1,17.1,2.2,0,0,0.4,1.6,15.7,4.6
04/02/2020,23:00,0.2,0,-0.1,2.1,18.9,4.8,0,0,0.2,1.9,13.4,1,0,0,0.3,1.6,12.9,3.7
04/02/2020,24:00,0.2,0,-0.2,2.1,14.5,-7.9,0,0,0.1,1.9,8.8,0.6,0,0,0.6,1.3,10.9,4.1
05/02/2020,01:00,0.2,0,-0.1,2.2,16.6,,0,0,0.1,1.9,6.9,4.3,0,0.1,1,0.7,11.4,2.8
05/02/2020,02:00,,,,,11.6,,,,,,13.1,1.8,,,,,9.5,5.1
05/02/2020,03:00,0.2,0,-0.1,2.1,9.4,,0,0,0.3,1.5,4.5,2,0,0.5,1.4,0.4,11.4,3.1
05/02/2020,04:00,0,0,-0.1,1.9,9.9,3.8,0,0,0.3,1.4,13.2,0.2,0,2,1.8,0.1,16.3,3.1
05/02/2020,05:00,0,0,0.2,1.4,9.8,15.5,0,0,0.3,1.3,11.1,-4,0.1,4.2,1.7,0.1,19.2,5.8
05/02/2020,06:00,0,0.3,1.1,0.5,12.7,14.4,0,0.1,0.9,0.5,14.5,-0.2,0.1,7.1,2.1,0.1,25.6,3.8
05/02/2020,07:00,0.1,3.4,1.4,0.3,22.3,8,0,1.6,1.3,0.4,16.4,1.6,0.1,5.5,2,0.3,55.3,9.1
05/02/2020,08:00,0,1.8,1.2,0.8,19.8,9.2,0.1,2.3,1.4,0.6,13.7,2.6,0.1,1.1,1.1,1,17.9,9.6
05/02/2020,09:00,0.1,1,0.8,1.4,16.5,5.4,0.1,0.9,0.9,1.3,13.1,2.2,0.1,1.1,1.1,1.2,17.5,8.4
05/02/2020,10:00,0.1,0.2,0.2,2.1,19.7,11.8,0.1,0.6,0.7,1.8,15.4,1.7,0.1,0.3,0.5,2.1,13.5,8.6
05/02/2020,11:00,0,0.3,0.2,2.3,39.4,13.6,0,,,,22.8,0.8,0.1,0.2,0.5,2.4,15.4,7.8
05/02/2020,12:00,0,0.1,0.1,2.7,15.7,6.2,,,,,23.7,-1.1,0,0.2,0.5,2.4,19,4.9
05/02/2020,13:00,0,0,-0.1,2.8,14.8,-3,0,1.4,1.1,1.2,25,,0,0.2,0.4,2.5,21.3,2.1
05/02/2020,14:00,0,0,-0.1,2.8,14,-0.5,0,0.4,0.4,1.7,,,0,0.2,0.4,2.4,19.9,3.9
05/02/2020,15:00,0,0,-0.1,2.4,14.8,-9.5,0,0.2,0.1,1.8,,,0,0.1,0.3,2.3,14.1,5.9
05/02/2020,16:00,0,0.1,-0.1,2.2,16,-9.3,0,0.2,0.1,1.9,,,0,0.1,0.2,2,15.2,4.6
05/02/2020,17:00,0,0,-0.1,2.1,17.3,-5.7,0,0.1,0.1,2,-6.3,8.3,0,0.1,0.3,2,14.7,1.4
05/02/2020,18:00,0,0,0,2,20.3,4.2,0,0.1,0.2,1.8,0,4.1,0,0.1,0.4,1.7,15.1,5.3
05/02/2020,19:00,0,0,0,1.9,17.1,12,0,0.7,1,1,4.4,3.4,0,0.1,0.6,1.5,15.3,0.7
05/02/2020,20:00,0,0,0,1.9,20.6,14.7,0,0.1,0.6,1.5,8,4.3,0,0.2,1.3,0.9,16.4,2.5
05/02/2020,21:00,0,0,0.1,1.9,15.8,12.6,0,0,0.3,1.9,6.3,3.8,0,1.1,2,0.4,16.1,1.9
05/02/2020,22:00,0,0,-0.1,2,15.1,11.7,0,0,0.2,1.8,6.9,1.7,0,0.7,1.7,0.4,13.1,1.7
05/02/2020,23:00,0,0,-0.2,2.1,10.8,4.1,0,0,0.4,1.6,7.9,2.2,0,0.3,1.6,0.4,13.4,3.4
05/02/2020,24:00,0,0,-0.1,2.1,9.7,5.8,0,0,0.4,1.7,9.3,2.4,0,0.1,1.1,0.9,12.7,6.5
06/02/2020,01:00,0,0,0,1.6,5.9,2.5,0,0,-0.1,2.1,2.2,3.8,0,0.1,1,0.8,10.2,10.2
06/02/2020,02:00,,,,,4.9,-1,,,,,3.3,1.5,,,,,7.7,8.2
06/02/2020,03:00,0,0,0,1.7,8.1,-4,0,0.3,0.9,0.9,5.6,0.7,0,0.1,0.8,1,9.5,4.4
06/02/2020,04:00,0,0,0.1,1.5,8.6,1.7,0.1,0.1,1.3,0.6,8.3,1.6,0,0.1,0.8,0.9,7.7,3.4
06/02/2020,05:00,0,0,0.1,1.4,9.7,13.7,0.1,0.1,1.3,0.5,9.2,10.4,0,0.2,0.9,0.8,8.5,2.6
06/02/2020,06:00,0,0,0.1,1.7,15.6,17.6,0,0.1,0.6,1.3,8.8,14.3,0,0.3,1.2,0.4,8.5,3.6
06/02/2020,07:00,0,0.1,0.2,1.5,16.9,11.6,0,1.8,1.6,0.5,13.8,9.9,0,1,1.5,0.4,10.2,3.8
06/02/2020,08:00,0,0,-0.1,2,21.5,5.7,0,0.6,1,1,18.9,5.4,0,2,1.7,0.3,21.4,5.4
06/02/2020,09:00,0,0,-0.2,2.1,22,4.9,0,0.4,0.7,1.4,19,4.8,0,0.8,1.2,0.7,18.9,4.1
06/02/2020,10:00,0,0,-0.2,2.1,24.5,0.3,0,0.3,0.5,1.4,15,3.2,0,0.4,0.7,1.1,13.9,1.3
06/02/2020,11:00,0,0.1,-0.1,2.1,23,-7.8,0,0.4,0.4,1.6,16.7,1.4,0,0.6,0.8,1.1,13.2,2.2
06/02/2020,12:00,0,0,-0.2,2.2,16.7,4.7,0,0.7,0.8,1.3,17,5.7,0,0.3,0.6,1.4,14,5.1
06/02/2020,13:00,0,0,-0.2,2.1,17.8,0,0,0.8,0.7,1.3,16.2,8.5,0,0.4,0.6,1.4,13.4,4.9
06/02/2020,14:00,0,0,-0.1,2.1,19.5,-1.7,0,0.5,0.5,1.6,16.7,7.7,0,0.3,0.5,1.4,15.6,3.6
06/02/2020,15:00,0,0,-0.2,2,17.3,3.8,0,0.6,0.7,1.3,16,6.6,0,0.3,0.5,1.4,13.6,3.6
06/02/2020,16:00,0,0,-0.2,2,15.2,9,0,0.3,0.5,1.5,16.2,3.4,0,0.4,0.8,1.1,15.9,3.8
06/02/2020,17:00,0,0,-0.2,2.1,13.9,8.4,0,0.2,0.5,1.5,13.2,5.2,0,0.2,0.7,1.2,11.1,7.3
06/02/2020,18:00,0,0,0,1.9,16,-0.5,0,0.3,0.8,1.2,11.3,4.5,0,0.2,0.7,1.2,11.9,6.7
06/02/2020,19:00,0,0,-0.2,2.1,22.9,-7.2,0,0.1,0.8,1.2,19.3,2.5,0,0.4,1.3,0.6,14.8,3.1
06/02/2020,20:00,0,0,-0.2,2.1,20.9,-1.3,0,0,0.2,1.9,15.4,5,0,0.3,1.3,0.6,14.3,3.3
06/02/2020,21:00,0,,,2.2,16.2,-8.5,0,0,0.2,1.9,9.4,-2.1,0,0.1,0.6,1.2,10.2,4.5
06/02/2020,22:00,0,,,2.1,18.5,-6.1,0,0,0.2,1.9,9.9,-7.7,0,0.1,0.8,1,10.6,4.8
06/02/2020,23:00,0,,,2.3,21.9,0.1,0,0,0,1.8,6.7,-2.7,0,0.3,1.3,0.5,9.6,2.5
06/02/2020,24:00,0,,,2.4,22,8.1,0,0,-0.1,2.2,8.8,1.4,0,0.2,0.9,1,8,-0.9
07/02/2020,01:00,0,,,2.3,26.6,7.6,0,0,-0.2,2.4,11.4,0,0,0.2,0.5,1.6,7.2,9.5
07/02/2020,02:00,,,,,29.3,11,,,,,14.4,1.8,,,,,8.1,7.9
07/02/2020,03:00,0,0,-0.1,2.5,32.6,6.5,0,0,0,2.3,21.4,3.2,0,0.1,0.5,1.4,15.1,3
07/02/2020,04:00,0,0,-0.2,2.9,23,12.4,0,0,-0.1,2.9,13.2,5.3,0,0.1,0.6,1.8,8.7,4.1
07/02/2020,05:00,0,0,0,3,23.2,14.5,0,0,0.1,2.9,8.7,0.3,0,0.1,0.6,2,7.9,3.8
07/02/2020,06:00,0,0,-0.1,3.2,23,8,0,0,0.7,2.4,12.2,3.1,0,0,0.8,2,8.2,4.8
07/02/2020,07:00,0,0,-0.1,2.9,19.3,2.7,0,0.1,1.3,1.8,7.9,0.6,0,0.1,1.4,1.4,7.3,2.7
07/02/2020,08:00,0,0,-0.1,3.1,23.8,-0.1,0,0.1,1,2,9.7,1.1,0,0.2,1.4,1.4,8.9,-0.3
07/02/2020,09:00,0,0,-0.1,3.1,23.7,5.9,0,0.1,0.8,2.2,9.8,1.1,0,0.2,1.2,1.5,10,-4.5
07/02/2020,10:00,0,0,-0.2,3,27.6,2.1,0,0.2,0.7,2.3,13.9,4.4,0,0.4,1.1,1.8,11,-4.1
07/02/2020,11:00,0,0,-0.2,3,24.2,-0.2,0,0.1,0.6,2.4,6.9,5.6,,,,,10.7,3.2
07/02/2020,12:00,0,0,-0.2,2.9,23.2,6.9,0,0.2,1,2,11.3,2.2,,,,,8.2,8.2
07/02/2020,13:00,0,0,-0.2,2.6,25.5,3.2,0,0.4,1.1,1.7,14.4,6.5,0,0.6,1.3,1.3,9.4,3.5
07/02/2020,14:00,0,0,-0.2,2.5,28.4,8.5,0,0.2,0.7,1.8,14.1,13.8,0,0.5,1.2,1.2,10.5,1.1
07/02/2020,15:00,0,0,-0.2,2.7,31.4,4.2,0,0.1,0.4,2,15.7,6.3,0,0.3,0.5,1.7,13.5,-0.2
07/02/2020,16:00,0,0,-0.2,3,25.4,5.6,0,0.1,0.5,2.4,12.7,3.1,0,0.2,0.6,1.9,10.1,7.9
07/02/2020,17:00,0,0,-0.2,3.1,21.6,8.7,0,0.1,0.5,2.5,15.6,3.6,0,0.2,0.6,2.1,11.4,1.5
07/02/2020,18:00,0,0,-0.2,3,22.6,3.1,0,0.1,0.5,2.4,19.7,3.6,0,0.2,0.9,1.8,17.1,0
07/02/2020,19:00,0,0,-0.2,2.8,20.8,4.9,0,0,0.3,2.5,17.7,6,0,0.1,0.6,1.9,13.1,4.3
07/02/2020,20:00,0,,,3.1,19.4,2.8,0,0,0.2,2.7,15.4,3.4,0,0,0.4,2.1,12.3,4
07/02/2020,21:00,0,0,-0.2,2.8,21,0.2,0,0,0.3,2.5,15.8,12.6,0,0.1,0.9,1.7,14.2,6.5
07/02/2020,22:00,0,,,2.8,17.2,2.2,0,0,0.1,2.5,9.8,24.5,0,0,0.6,1.8,12.4,4.1
07/02/2020,23:00,0,,,2.8,15.4,2.2,0,0,0,2.6,8,12.7,0,0,0.3,2,8.3,2.4
07/02/2020,24:00,0,,,2.7,20.3,4.8,0,0,0,2.5,13.6,-0.6,0,0,0.1,2,9.8,0.3
08/02/2020,01:00,0,0,-0.2,2.7,16.2,-1.3,0,0,-0.1,2.7,5.6,-1.4,0,0,0,2.3,4.8,-2.3
08/02/2020,02:00,,,,,20.3,3.1,,,,,10.8,-0.1,,,,,6.1,-0.4
08/02/2020,03:00,0,0,-0.1,2.7,23.6,7.3,0,0,0.2,2.4,18,1,0,0,0.2,2.1,10,0.7
08/02/2020,04:00,0,0,-0.2,2.8,26.3,6.8,0,0,0.1,2.7,13.8,3.4,0,0,0.1,2.2,8.3,1.4
08/02/2020,05:00,0,0,-0.2,2.9,30,8,0,0,0.1,2.8,17.4,7.4,0,0,0.4,1.9,13.7,0.8
08/02/2020,06:00,0,0,-0.2,2.8,30,8.8,0,0,0.2,2.6,19.9,7.2,0,0,0.7,1.5,18,2.6
08/02/2020,07:00,0,0,-0.2,2.7,30.2,6.1,0,0,0.4,2.3,19.3,5.6,0,0.1,1,1.3,19.7,3.3
08/02/2020,08:00,0,0,-0.1,2.7,25.4,7.2,0,0.2,0.7,1.9,18.9,6.9,0,0.1,0.5,1.8,18.2,3.1
08/02/2020,09:00,0,0,-0.1,2.6,26.8,9.4,0,0.3,0.7,1.9,16.7,3.9,0,0.1,0.3,2,9.4,3.5
08/02/2020,10:00,0,0,-0.2,2.8,25.9,3.6,0,0.1,0.3,2.5,19.7,4.2,0,0.2,0.5,2,11.4,0.8
08/02/2020,11:00,0,0,-0.2,2.6,28.9,3.8,0,0.1,0.2,2.5,20.7,4.5,0.1,0.2,0.4,2.1,16.6,3.1
08/02/2020,12:00,0,0,-0.2,2.7,17.6,1.9,0,0.1,0.3,2.4,10.8,5.6,0,0.1,0.1,2.1,8.3,10.4
08/02/2020,13:00,0,0,-0.2,2.6,18.3,15.4,0,0.2,0.5,2.1,11.1,4.6,0,0.1,0.1,2.1,8.4,4.8
08/02/2020,14:00,0,0,-0.1,2.3,27.1,12.6,0,0.1,0.4,2.1,12.8,7.5,0,0.1,0.2,2,7.3,2
08/02/2020,15:00,0,0,-0.2,1.9,35,8.6,0,0.1,0.4,1.6,20.7,7.5,0.1,0.2,0.4,1.4,21.6,-1.7
08/02/2020,16:00,0,0,-0.2,2.1,31.9,8.2,0,0.1,0.2,1.8,20.1,4.2,0,0.1,0.1,1.7,13.8,8
08/02/2020,17:00,0,0,-0.2,1.9,31.9,10.3,0,0,0.2,1.7,19.9,6.9,0,0.1,0.3,1.3,12.4,-0.5
08/02/2020,18:00,0,0,-0.2,2.1,21.7,13.5,0,0,0.2,1.9,10.5,5.9,0,0,0.1,1.6,12.5,-0.1
08/02/2020,19:00,0,0,-0.2,2,26.9,8.4,0,0,0.3,1.7,19.7,2.4,0,0,0.3,1.4,13.4,-1.5
08/02/2020,20:00,0,0,-0.2,1.8,30.1,8.4,0,0,0.2,1.6,24.3,3.3,0,0,0.3,1.2,16.3,3.6
08/02/2020,21:00,0,0,-0.2,1.7,32.6,3.2,0,0,0.2,1.5,25.5,11.7,0,0.1,0.5,0.9,20.3,3.6
08/02/2020,22:00,0,0,-0.2,1.7,34.9,12.3,0,0,0.1,1.6,26.4,12.7,0,0,0.4,1,22,4.6
08/02/2020,23:00,0,0,-0.2,1.8,32.3,10.4,0,0,0.1,1.6,24.2,10,0,0,0.2,1.2,19.5,4.5
08/02/2020,24:00,0,0,-0.2,1.8,35.5,9.9,0,0,0.1,1.6,24.6,6.5,0,0,0,1.3,15,4.6
09/02/2020,01:00,0,0,-0.2,1.8,32.2,5.2,0,0,0,1.7,26.7,5.9,0,0,0,1.4,20.8,6.2
09/02/2020,02:00,,,,,36.3,4.8,,,,,23.8,5.2,,,,,19.9,5.4
09/02/2020,03:00,0,0,-0.1,2.1,35.3,9.4,0,0,0,1.9,22.3,4.1,0,0,0,1.6,18.9,4.9
09/02/2020,04:00,0,0,-0.2,2,44.3,11.4,0,0,0,1.9,23.7,5.2,0,0,0,1.6,18.3,2.6
09/02/2020,05:00,0,0,-0.2,2.1,38.9,6.9,0,-0.1,0,2,23.8,7.7,0,0,0.1,1.5,21.2,4
09/02/2020,06:00,0,0,-0.2,2.1,43,1.9,0,0,0,2.1,20.5,7.5,0,0,0,1.8,17.4,4
09/02/2020,07:00,0,0,-0.2,2.2,42.4,-4.7,0,0,0,2.1,18.4,-0.7,0,0,-0.2,1.9,17.1,4.5
09/02/2020,08:00,0,0,-0.1,2.2,41.8,6.1,0,0,0,2.1,14.8,3.1,0,0,-0.2,2,13.5,2.6
09/02/2020,09:00,0,0,-0.2,2.2,40.3,15.6,0,0,0.1,2,14.6,3.2,0,0,-0.1,1.9,11.7,2.2
09/02/2020,10:00,0,0,-0.2,2.2,45.9,14,0,0,0.1,2.1,18.1,1.2,0,0,-0.1,1.9,14.1,0.3
09/02/2020,11:00,0,0,-0.2,2.2,43,15.6,0,0,0.1,2.1,19.4,4.4,0,0,0,1.8,12.1,4.9
09/02/2020,12:00,0,0,-0.2,2.3,46.3,9.4,0,0,0.1,2.1,20.2,2.8,0,0,0,1.9,14.3,3.9
09/02/2020,13:00,0,0,-0.2,2.3,55.4,6.7,0,0,0.1,2.1,18.1,-2.7,0,0,0,1.9,12.8,2.7
09/02/2020,14:00,0,0,-0.2,2.3,51.2,7,0,0,0.1,2.1,13.1,-6.2,0,0,0,1.9,8.3,2.4
09/02/2020,15:00,0.1,0,-0.2,2.3,48.4,3.1,0,0,0.1,2.1,20.1,0.2,0,0,0,1.9,14.3,0.9
09/02/2020,16:00,0.1,0,-0.2,2.2,51.2,3.2,0,0.3,0.4,1.7,19.4,4.7,0,0,0,1.9,12,1.3
09/02/2020,17:00,0.1,0,-0.2,2.2,45.7,5.3,0,0.2,0.4,1.7,19.4,5.4,0,0,0,1.9,9.6,9.6
09/02/2020,18:00,0,0,-0.2,2.3,33.8,-4.2,0,0.4,0.6,1.5,12.1,6.9,0,0,0.1,1.6,7.9,7.4
09/02/2020,19:00,0,0,-0.2,2.3,26.4,0,0.1,0.2,0.5,1.7,11.1,4.2,0,0,0.1,1.7,5.2,3.8
09/02/2020,20:00,0,0,-0.2,2.3,52.9,5.5,0.1,0.4,0.6,1.5,21.3,3.2,0,0,0.1,1.7,11.4,4.1
09/02/2020,21:00,0,0,-0.2,2.3,49.5,14.6,0,0.2,0.3,1.8,28.2,2.6,0,0,0,1.8,16,1.3
09/02/2020,22:00,0,0,-0.2,2.3,44.7,18.4,0.1,1.1,1.4,0.8,35.8,4.7,0,0,-0.1,1.9,22.2,2.9
09/02/2020,23:00,0,0,-0.2,2.2,33.1,,0.1,0.9,1.2,0.9,29.4,7.5,0,0,0,1.8,18,4.3
09/02/2020,24:00,0,0,-0.2,2.2,34.9,,0.1,0.2,0.4,1.6,15.3,8.9,0,0,-0.1,1.8,10,3.7
10/02/2020,01:00,0,0,-0.2,2,36.1,-0.4,0,-0.1,0,2,11.2,2.3,0,0,0,1.7,7.9,5.9
10/02/2020,02:00,,,,,21.7,8.2,,,,,14,2.6,,,,,11.4,5.7
10/02/2020,03:00,0,0,0,2.3,25,4.3,0,0,0,2.4,17,1.3,0,0,0.8,1.2,11.3,1.5
10/02/2020,04:00,0,0,-0.1,2.1,19.1,3.3,0,0.4,0.7,1.4,18.7,3.9,0,0,0.8,1,18.4,1.3
10/02/2020,05:00,0,0,0,2,12.9,4.2,0,0,0.1,2,19.5,8.7,0,0.2,1,0.9,16.5,3.4
10/02/2020,06:00,0,0,0.1,1.9,17,10.1,0,0.1,0.6,1.2,16.3,10,0,0.4,1.4,0.3,9.9,3.9
10/02/2020,07:00,0,0,0.3,2.1,17.8,23.2,0,0.5,1.1,0.8,13.2,4.6,0,1.2,1.5,0.3,12.3,3.7
10/02/2020,08:00,0,0.2,0.6,1.6,13.3,16,0,0.7,1.1,0.9,14.6,3.2,0.1,0.9,1,0.6,16,2.7
10/02/2020,09:00,0,0.2,0.3,2.3,15.5,7.6,0,0.6,0.7,1.5,11.5,4,0,0.7,0.7,1.2,12,0.1
10/02/2020,10:00,0,0.1,0.1,2.9,20.1,8.6,0,0.7,0.8,2,12.7,4.7,0,0.2,0.5,1.8,6.9,6.1
10/02/2020,11:00,0,0.2,0.1,2.9,13.5,4.9,0,0.1,0.2,3,9.2,2,0,0.2,0.4,2.2,6.4,6.6
10/02/2020,12:00,0,0.1,0,3,13.8,2,0,0.1,0.2,3.1,9.7,2.4,0,0.1,0.2,2.9,7.4,4.1
10/02/2020,13:00,0,0.1,0,3.1,33.5,9,0,0.1,0.2,3.5,11.4,3.5,0.1,0,0.2,3.9,10.6,3.5
10/02/2020,14:00,0,0,-0.1,3.1,20.9,12.9,0.1,2.9,1.9,1.9,19.3,5.2,0.1,0,0.2,4.8,15,5.5
10/02/2020,15:00,0,0,-0.1,3.1,17.6,8.5,0.1,6.1,2.8,0.9,19.2,6.8,0.1,0.1,0.4,4.6,15.2,11.2
10/02/2020,16:00,0,0,-0.1,2.9,25.4,,0,1.8,1.5,1.4,14.9,7.1,0,0.1,0.5,3.4,18,7
10/02/2020,17:00,0,0,0,2.7,32.4,1.5,0,1.9,1.4,1.7,19.5,6.5,0,0.2,0.6,2.1,13.9,1.9
10/02/2020,18:00,0,0.1,0.2,2.7,36.9,14.2,0,1.2,1.2,1.7,18.7,6.1,0,0.1,0.5,2.1,12.3,3.9
10/02/2020,19:00,0,0,0.1,2.8,33.8,,0,0.1,0.9,2.2,20.8,5.5,0,0,0.6,2,15.5,2.6
10/02/2020,20:00,0,0,0.1,3,37.9,-7,0,0,0.6,2.5,22.2,7.3,0,0,0.7,2,18.1,3.4
10/02/2020,21:00,0,0,0.3,3.1,31,7.5,0,0,0.6,2.7,22.6,-0.7,0,0,0.8,1.8,18,3.4
10/02/2020,22:00,0,0,0.1,3.5,27.1,10.3,0,0,1,2.1,22.8,-1.4,0,0,0.9,1.3,19,4.8
10/02/2020,23:00,0,0,0.1,3.7,14.7,1.5,0.2,0,0.5,2.7,17.9,2,0,0.1,1.1,1.2,18.6,4.7
10/02/2020,24:00,0,0,0,3.8,14.6,4.7,0,0,0.2,3.5,13.1,5.2,0.1,0.1,1.5,0.9,17.3,4.9
11/02/2020,01:00,0,0,0,3.6,11.2,4.4,0,0,0.2,3.4,11.5,6,0.1,0,1.3,1.2,15.8,10.5
11/02/2020,02:00,,,,,20.6,4.5,,,,,11.7,0.8,,,,,15.6,10.9
11/02/2020,03:00,0,0,0,3.4,28.2,6.1,0.1,0,0.2,3.3,13.3,0.4,0,0,0.6,2.3,12.1,5.3
11/02/2020,04:00,0,0,-0.1,3.4,15.4,5.1,0.1,0,0.3,3.1,14,4.2,0,0,1,1.7,13.3,2.5
11/02/2020,05:00,0,0,0,3.2,25.9,9.3,0,0,0.5,2.8,14.6,-2.1,0,0,1.2,1.2,15.8,3.7
11/02/2020,06:00,0,0,0.4,2.9,37.8,4.5,0,0,0.7,2.3,15.5,-6.8,0,0.2,1.9,0.5,15.7,4.8
11/02/2020,07:00,0,0.1,0.8,2.5,19.9,4.1,0.1,0.2,1.1,1.6,19.2,0.8,0.1,2.7,1.9,0.5,28.6,3.1
11/02/2020,08:00,0,0.6,1.4,1.9,19,13.6,0.3,0.8,1.3,1.2,24,1.2,0.2,0.7,1.5,1.3,22.2,6.7
11/02/2020,09:00,0.5,1.5,1.6,1.6,24.6,12.5,0.3,1.5,1.8,1.3,26.9,0.6,0.5,1.1,1.4,1.7,24.1,15.3
11/02/2020,10:00,0.5,1.3,1.7,2.1,24.7,9.6,0.4,1,1.6,2.1,21.8,3.4,0.4,0.7,1.3,2.4,18.5,14.5
